"GPOName;""SettingCategory"";""SettingPath"";""SettingName"";""SettingStatus"";""Type"";""Statement"";""Value"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure auto-restart warning notifications schedule for updates"";""Enabled"";""DropDownList"";""Reminder (hours): "";""4"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Configure auto-restart warning notifications schedule for updates"";""Enabled"";""DropDownList"";""Warning (mins): "";""15"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Display options for update notifications"";""Enabled"";""DropDownList"";""Specify the update notifications display options :"";""0 (default) – Default OS Windows Update notifications"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Do not adjust default option to 'Install Updates and Shut Down' in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Do not display 'Install Updates and Shut Down' option in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Do not include drivers with Windows Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Enabling Windows Update Power Management to automatically wake up the system to install scheduled updates"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""No auto-restart with logged on users for scheduled automatic updates installations"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Remove access to """"Pause updates"""" feature"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Remove access to use all Windows Update features"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify active hours range for auto-restarts"";""Enabled"";""DropDownList"";""Max range: "";""18"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""Checkbox"";""Don't auto-restart until end of grace period"";""Disabled"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Deadline (days):"";""7"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Grace period (days):"";""3"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Deadline (days):"";""7"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Specify deadlines for automatic updates and restarts"";""Enabled"";""DropDownList"";""Grace Period (days):"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn off auto-restart for updates during active hours"";""Enabled"";""DropDownList"";""Start: "";""8 AM"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn off auto-restart for updates during active hours"";""Enabled"";""DropDownList"";""End:"";""7 PM"""
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn off auto-restart notifications for update installations"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on recommended updates via Automatic Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on Software Notifications"";""Disabled"";;;"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update/Windows Update for Business"";""Select when Preview Builds and Feature Updates are received"";""Enabled"";""Numeric"";""(format yyyy-mm-dd example: 2016-10-30)"";"
"HAD-Auto-Update-Win10-11;""Administrative Templates"";""Windows Components/Windows Update/Windows Update for Business"";""Select when Quality Updates are received"";""Enabled"";""Numeric"";""(format yyyy-mm-dd example: 2016-10-30)"";"
"HAD-Auto-Update-Win10-11;""Registry Settings"";""Software\Policies\Microsoft\Windows\WindowsUpdate"";""ManagePreviewBuilds"";;;;""1"""
"HAD-Auto-Update-Win10-11;""Registry Settings"";""Software\Policies\Microsoft\Windows\WindowsUpdate"";""ManagePreviewBuildsPolicyValue"";;;;""0"""
"HAD-Auto-Update-Win10-11;""Registry Settings"";""Software\Policies\Microsoft\Windows\WindowsUpdate"";""BranchReadinessLevel"";;;;""16"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Maintenance Scheduler"";""Automatic Maintenance Activation Boundary"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Allow Automatic Updates immediate installation"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Always automatically restart at the scheduled time"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Automatic Updates detection frequency"";""Enabled"";""Numeric"";""Check for updates at the following"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install during automatic maintenance"";""Disabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Every week"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""First week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Second week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Third week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Fourth week of the month"";""Enabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""Checkbox"";""Install updates for other Microsoft products"";""Disabled"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Configure automatic updating:"";""4 - Auto download and schedule the install"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install day: "";""5 - Every Thursday"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Configure Automatic Updates"";""Enabled"";""DropDownList"";""Scheduled install time:"";""13:00"""
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Delay Restart for scheduled installations"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Do not adjust default option to 'Install Updates and Shut Down' in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Do not display 'Install Updates and Shut Down' option in Shut Down Windows dialog box"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Do not include drivers with Windows Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Enabling Windows Update Power Management to automatically wake up the system to install scheduled updates"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""No auto-restart with logged on users for scheduled automatic updates installations"";""Disabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Re-prompt for restart with scheduled installations"";""Enabled"";""Numeric"";""System.Object[]"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Reschedule Automatic Updates scheduled installations"";""Enabled"";""Numeric"";""Wait after system"";"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on recommended updates via Automatic Updates"";""Enabled"";;;"
"HAD-Auto-Update-Win7-8;""Administrative Templates"";""Windows Components/Windows Update"";""Turn on Software Notifications"";""Disabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Scripts"";;""HAD_Bitlocker_TpmOnly.bat"";;""Startup"";""Order: 0"";""PSNotConfigured"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Folders"";""C:\Windows\HardenAD"";""HardenAD"";;;""Order: 1"";""uid: {483EF516-36B8-48EF-BF37-253A6545EECA}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Folders"";""C:\Windows\HardenAD\Bitlocker"";""Bitlocker"";;;""Order: 2"";""uid: {2E06F6DF-D5C5-4637-AD23-539A3B1F7E50}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Folders"";""C:\Windows\HardenAD\Logs"";""Logs"";;;""Order: 3"";""uid: {0A166EF2-65D1-4E36-BAF9-2DDCE0BB9EC1}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Scheduled Task"";;""HardenAD - Bitlocker - Activation"";;;""RunAs: NT AUTHORITY\System"";""uid: {B203A9D4-9FFF-4E0C-B6E8-8E6A37F2192E}"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)"";""Enabled"";""DropDownList"";""Select the encryption method for operating system drives:"";""XTS-AES 256-bit"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)"";""Enabled"";""DropDownList"";""Select the encryption method for fixed data drives:"";""XTS-AES 256-bit"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 10 [Version 1511] and later)"";""Enabled"";""DropDownList"";""Select the encryption method for removable data drives:"";""XTS-AES 256-bit"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows 8"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Choose drive encryption method and cipher strength (Windows Vista"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption"";""Disable new DMA devices when this computer is locked"";""Enabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Allow data recovery agent"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Omit recovery options from the BitLocker setup wizard"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Save BitLocker recovery information to AD DS for fixed data drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""Checkbox"";""Do not enable BitLocker until recovery information is stored to AD DS for fixed data drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Require 48-digit recovery password"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Allow 256-bit recovery key"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Choose how BitLocker-protected fixed drives can be recovered"";""Enabled"";""DropDownList"";""Configure storage of BitLocker recovery information to AD DS:"";""Backup recovery passwords and key packages"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Fixed Data Drives"";""Configure use of passwords for fixed data drives"";""Disabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Allow Secure Boot for integrity validation"";""Enabled"";;;"
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Allow data recovery agent"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Omit recovery options from the BitLocker setup wizard"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Save BitLocker recovery information to AD DS for operating system drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""Checkbox"";""Do not enable BitLocker until recovery information is stored to AD DS for operating system drives"";""Enabled"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Require 48-digit recovery password"""
"HAD-Bitlocker-TpmOnly-Win10-11;""Administrative Templates"";""Windows Components/BitLocker Drive Encryption/Operating System Drives"";""Choose how BitLocker-protected operating system drives can be recovered"";""Enabled"";""DropDownList"";""Configure user storage of BitLocker recovery information:"";""Allow 256-bit recovery key"""
